image_name,label,x,y,width,height,confidence
potholes1.jpg,pothole,0.495,0.37,0.2125,0.08,
potholes10.jpg,pothole,0.3425,0.435,0.2525,0.3325,
potholes10.jpg,pothole,0.585,0.43,0.15,0.13,
potholes100.jpg,pothole,0.6425,0.18,0.3025,0.24,
potholes101.jpg,car,0.028257921,0.200613398,0.146235615,0.099515818,0.894198537
potholes101.jpg,pothole,0.298113208,0.546666667,0.145283019,0.07,
potholes101.jpg,pothole,0.601886792,0.62,0.126415094,0.083333333,
potholes102.jpg,fire hydrant,0.007794574,0.007484645,0.351310372,0.755430818,0.485081822
potholes102.jpg,pothole,0.41,0.303333333,0.4225,0.476666667,
potholes103.jpg,pothole,0.353319058,0.3,0.479657388,0.586666667,
potholes103.jpg,pothole,0.192719486,0.5,0.098501071,0.08,
potholes103.jpg,pothole,0.122055675,0.296666667,0.098501071,0.096666667,
potholes104.jpg,car,0.62982662,0.387950107,0.105926007,0.136173099,0.7010957
potholes104.jpg,person,0.858466363,0.362275198,0.044346619,0.178963751,0.594258785
potholes104.jpg,truck,5.98E-05,0.134690359,0.389575541,0.457657784,0.590927422
potholes104.jpg,umbrella,0.85489944,0.327693189,0.081898503,0.039199065,0.493169278
potholes104.jpg,car,0.463740455,0.455379536,0.027581599,0.034938354,0.477231979
potholes104.jpg,umbrella,0.785969829,0.377896724,0.043604661,0.02633423,0.476797521
potholes104.jpg,umbrella,0.786087083,0.37850574,0.045357134,0.035005264,0.471706837
potholes104.jpg,person,0.793625294,0.403061528,0.02480221,0.119712017,0.469152719
potholes104.jpg,person,0.841760682,0.384834751,0.02741852,0.14082703,0.364656568
potholes104.jpg,car,0.46460337,0.453960139,0.035568524,0.038252614,0.331864476
potholes104.jpg,car,0.569148015,0.428809404,0.048015215,0.075787663,0.316980332
potholes104.jpg,car,0.960169327,0.465267306,0.039393045,0.053871918,0.316399187
potholes104.jpg,umbrella,0.852500707,0.325834244,0.087605417,0.074126184,0.291954964
potholes104.jpg,person,0.792526428,0.411660541,0.020308368,0.108714245,0.285468012
potholes104.jpg,pothole,0.352083333,0.796666667,0.241666667,0.096666667,
potholes104.jpg,pothole,0.108333333,0.723333333,0.3125,0.093333333,
potholes105.jpg,truck,0.00147365,0.000248864,0.450550348,0.254994184,0.756467879
potholes105.jpg,car,0.643926591,0.000109598,0.355218112,0.154094651,0.549116015
potholes105.jpg,pothole,0.195,0.67,0.2825,0.326666667,
potholes105.jpg,pothole,0.0025,0.346666667,0.325,0.22,
potholes105.jpg,pothole,0.33,0.413333333,0.1025,0.09,
potholes105.jpg,pothole,0.4875,0.52,0.295,0.236666667,
potholes105.jpg,pothole,0.5075,0.37,0.27,0.13,
potholes105.jpg,pothole,0.61,0.28,0.145,0.07,
potholes105.jpg,pothole,0.3975,0.266666667,0.1275,0.053333333,
potholes105.jpg,pothole,0.92,0.543333333,0.08,0.106666667,
potholes106.jpg,pothole,0.216666667,0.305,0.546666667,0.4425,
potholes107.jpg,car,0.446739176,0.059093973,0.029417317,0.035011221,0.531546354
potholes107.jpg,pothole,0.440074906,0.176666667,0.0917603,0.03,
potholes107.jpg,pothole,0.252808989,0.443333333,0.481273408,0.42,
potholes108.jpg,pothole,0.454751131,0.72,0.221719457,0.183333333,
potholes108.jpg,pothole,0.472850679,0.456666667,0.180995475,0.093333333,
potholes108.jpg,pothole,0.570135747,0.373333333,0.14479638,0.063333333,
potholes108.jpg,pothole,0.601809955,0.313333333,0.101809955,0.04,
potholes108.jpg,pothole,0.479638009,0.346666667,0.126696833,0.056666667,
potholes108.jpg,pothole,0.34841629,0.406666667,0.099547511,0.043333333,
potholes108.jpg,pothole,0.35520362,0.37,0.081447964,0.036666667,
potholes108.jpg,pothole,0.443438914,0.323333333,0.052036199,0.023333333,
potholes108.jpg,pothole,0.552036199,0.29,0.074660633,0.026666667,
potholes108.jpg,pothole,0.515837104,0.266666667,0.07918552,0.026666667,
potholes108.jpg,pothole,0.058823529,0.713333333,0.099547511,0.09,
potholes108.jpg,pothole,0.581447964,0.23,0.054298643,0.023333333,
potholes108.jpg,pothole,0.314479638,0.333333333,0.07918552,0.033333333,
potholes109.jpg,pothole,0.13,0.244318182,0.68,0.545454545,
potholes109.jpg,pothole,0.485,0.1875,0.1125,0.107954545,
potholes109.jpg,pothole,0.565,0.0625,0.19,0.085227273,
potholes11.jpg,pothole,0.3475,0.3825,0.3025,0.21,
potholes11.jpg,pothole,0.09,0.425,0.0775,0.0725,
potholes110.jpg,person,0.372334729,0.01169863,0.021706084,0.082924463,0.669905841
potholes110.jpg,car,0.909471262,0.015705388,0.071157835,0.085894577,0.335338324
potholes110.jpg,pothole,0.37,0.456666667,0.1925,0.253333333,
potholes110.jpg,pothole,0.445,0.306666667,0.0575,0.04,
potholes111.jpg,person,0.624070778,0.47655955,0.374980778,0.520501673,0.278543115
potholes111.jpg,pothole,0.3925,0.4025,0.1925,0.13,
potholes112.jpg,pothole,0.107216495,0.333333333,0.75257732,0.553333333,
potholes113.jpg,pothole,0.209486166,0.33,0.575098814,0.383333333,
potholes113.jpg,pothole,0.450592885,0.716666667,0.122529644,0.17,
potholes113.jpg,pothole,0.037549407,0.16,0.193675889,0.093333333,
potholes114.jpg,pothole,0.2475,0.32,0.315,0.29,
potholes114.jpg,pothole,0.545,0.385,0.2,0.2675,
potholes114.jpg,pothole,0.58,0.025,0.1125,0.1075,
potholes115.jpg,pothole,0.2725,0.325,0.4325,0.1625,
potholes116.jpg,pothole,0.395,0.38,0.28,0.2375,
potholes116.jpg,pothole,0.205,0.2375,0.0775,0.1125,
potholes117.jpg,pothole,0.395,0.345,0.215,0.13,
potholes117.jpg,pothole,0.6575,0.28,0.1375,0.065,
potholes118.jpg,pothole,0.385,0.38,0.1625,0.1,
potholes119.jpg,pothole,0.3275,0.37,0.285,0.3675,
potholes12.jpg,pothole,0.368888889,0.53,0.36,0.22,
potholes12.jpg,pothole,0.522222222,0.41,0.251111111,0.133333333,
potholes12.jpg,pothole,0.744444444,0.286666667,0.113333333,0.08,
potholes12.jpg,pothole,0.764444444,0.203333333,0.097777778,0.046666667,
potholes12.jpg,pothole,0.782222222,0.17,0.08,0.033333333,
potholes120.jpg,pothole,0.005,0.0525,0.19,0.1075,
potholes120.jpg,pothole,0,0.1975,0.1975,0.1675,
potholes120.jpg,pothole,0.22,0.395,0.4525,0.25,
potholes121.jpg,person,0.802114453,0.103936255,0.085606046,0.346359372,0.825280726
potholes121.jpg,person,0.90080722,0.170493484,0.086994968,0.343324184,0.768458068
potholes121.jpg,motorcycle,0.244730525,0.244025283,0.078648582,0.220556214,0.662370443
potholes121.jpg,motorcycle,0.051115125,0.2195879,0.09750624,0.214891598,0.590106726
potholes121.jpg,car,0.365878181,0.136208775,0.023200659,0.031788763,0.371281773
potholes121.jpg,pothole,0.322701689,0.506666667,0.069418386,0.043333333,
potholes121.jpg,pothole,0.046904315,0.733333333,0.153846154,0.176666667,
potholes121.jpg,pothole,0.163227017,0.84,0.082551595,0.103333333,
potholes121.jpg,pothole,0.285178236,0.686666667,0.091932458,0.09,
potholes121.jpg,pothole,0.382739212,0.706666667,0.09380863,0.083333333,
potholes121.jpg,pothole,0.529080675,0.736666667,0.076923077,0.063333333,
potholes121.jpg,pothole,0.442776735,0.83,0.090056285,0.1,
potholes121.jpg,pothole,0.298311445,0.843333333,0.097560976,0.11,
potholes121.jpg,pothole,0.339587242,0.95,0.127579737,0.05,
potholes121.jpg,pothole,0.572232645,0.91,0.127579737,0.083333333,
potholes121.jpg,pothole,0.43902439,0.553333333,0.04315197,0.04,
potholes121.jpg,pothole,0.405253283,0.536666667,0.03564728,0.02,
potholes121.jpg,pothole,0.452157598,0.456666667,0.153846154,0.133333333,
potholes121.jpg,pothole,0.61163227,0.593333333,0.324577861,0.233333333,
potholes121.jpg,pothole,0.87054409,0.82,0.12945591,0.18,
potholes122.jpg,frisbee,0.695619078,0.881166687,0.048149642,0.036086578,0.428132743
potholes122.jpg,frisbee,0.18771461,0.297228038,0.05904045,0.02222681,0.379088342
potholes122.jpg,pothole,0.4925,0.53,0.1325,0.1425,
potholes122.jpg,pothole,0.395,0.7375,0.1175,0.105,
potholes123.jpg,pothole,0.2575,0.4125,0.335,0.1475,
potholes123.jpg,pothole,0.86,0.42,0.09,0.09,
potholes123.jpg,pothole,0.5525,0.3225,0.28,0.13,
potholes124.jpg,car,0.002817184,0,0.803385735,0.277510285,0.633482456
potholes124.jpg,pothole,0.002463054,0.28,0.95320197,0.573333333,
potholes125.jpg,pothole,0.502814259,0.14,0.377110694,0.516666667,
potholes125.jpg,pothole,0.001876173,0.86,0.08630394,0.14,
potholes126.jpg,pothole,0.041275797,0.433333333,0.095684803,0.07,
potholes126.jpg,pothole,0.412757974,0.54,0.150093809,0.11,
potholes126.jpg,pothole,0.515947467,0.213333333,0.071294559,0.043333333,
potholes126.jpg,pothole,0.401500938,0.17,0.135084428,0.056666667,
potholes126.jpg,pothole,0.883677298,0.636666667,0.108818011,0.363333333,
potholes127.jpg,person,0.648811147,0.457702428,0.350794226,0.539562404,0.850849152
potholes127.jpg,pothole,0.3875,0.3725,0.1675,0.0975,
potholes127.jpg,pothole,0.445,0.44,0.2375,0.1525,
potholes127.jpg,pothole,0,0.765,0.1725,0.17,
potholes128.jpg,person,0.842577226,0,0.074811324,0.052939165,0.616205454
potholes128.jpg,pothole,0.2975,0.2825,0.22,0.2375,
potholes129.jpg,pothole,0.137867647,0.406666667,0.693014706,0.273333333,
potholes13.jpg,truck,0.00037612,0.000883937,0.361881703,0.538831413,0.771838784
potholes13.jpg,pothole,0.35443038,0.31,0.360759494,0.673333333,
potholes13.jpg,pothole,0.466244726,0.126666667,0.105485232,0.073333333,
potholes130.jpg,pothole,0.16,0.156666667,0.735555556,0.74,
potholes131.jpg,pothole,0.305,0.3125,0.5125,0.405,
potholes132.jpg,pothole,0.3225,0.4025,0.21,0.1275,
potholes132.jpg,pothole,0.6125,0.4075,0.0975,0.09,
potholes133.jpg,pothole,0.4125,0.4375,0.125,0.1475,
potholes134.jpg,pothole,0.3,0.485,0.305,0.1725,
potholes135.jpg,pothole,0.4025,0.4125,0.2925,0.175,
potholes135.jpg,pothole,0.365,0.585,0.135,0.08,
potholes136.jpg,pothole,0.37,0.3175,0.2,0.14,
potholes136.jpg,pothole,0.4175,0.485,0.18,0.125,
potholes136.jpg,pothole,0.6,0.36,0.2175,0.1275,
potholes137.jpg,pothole,0.172284644,0.093333333,0.54494382,0.25,
potholes138.jpg,pothole,0.166270784,0.253333333,0.741092637,0.63,
potholes139.jpg,pothole,0.3575,0.3925,0.3625,0.285,
potholes139.jpg,pothole,0.92,0.3,0.08,0.0725,
potholes14.jpg,person,0,0.243063956,0.161397204,0.303927183,0.511679173
potholes14.jpg,pothole,0.29,0.0975,0.245,0.1025,
potholes14.jpg,pothole,0.02,0.2575,0.1275,0.1225,
potholes14.jpg,pothole,0,0.0025,0.1075,0.0825,
potholes14.jpg,pothole,0.055,0.0025,0.1825,0.0525,
potholes14.jpg,pothole,0.31,0.475,0.49,0.3,
potholes140.jpg,pothole,0.355,0.345,0.2625,0.165,
potholes141.jpg,pothole,0.107551487,0.33,0.798627002,0.313333333,
potholes142.jpg,pothole,0.743362832,0.38,0.099557522,0.076666667,
potholes142.jpg,pothole,0.134955752,0.41,0.367256637,0.343333333,
potholes142.jpg,pothole,0.592920354,0.583333333,0.07079646,0.04,
potholes142.jpg,pothole,0.690265487,0.786666667,0.066371681,0.05,
potholes142.jpg,pothole,0.657079646,0.85,0.039823009,0.033333333,
potholes142.jpg,pothole,0.457964602,0.263333333,0.030973451,0.026666667,
potholes143.jpg,pothole,0.461538462,0.193333333,0.463414634,0.6,
potholes144.jpg,pothole,0.165,0.613333333,0.155,0.04,
potholes144.jpg,pothole,0.095,0.726666667,0.165,0.08,
potholes144.jpg,pothole,0.3775,0.776666667,0.295,0.18,
potholes144.jpg,pothole,0.745,0.6,0.1125,0.04,
potholes144.jpg,pothole,0.77,0.693333333,0.1775,0.076666667,
potholes144.jpg,pothole,0.9125,0.813333333,0.0875,0.133333333,
potholes144.jpg,pothole,0.405,0.473333333,0.1825,0.046666667,
potholes144.jpg,pothole,0.275,0.42,0.0625,0.036666667,
potholes144.jpg,pothole,0.3975,0.35,0.0825,0.026666667,
potholes145.jpg,pothole,0.146341463,0.52,0.159474672,0.06,
potholes145.jpg,pothole,0.442776735,0.41,0.161350844,0.046666667,
potholes145.jpg,pothole,0.519699812,0.49,0.232645403,0.1,
potholes146.jpg,car,0.177445412,0.039677829,0.599358916,0.484638035,0.859609544
potholes146.jpg,car,0.967993898,0.180303618,0.031757746,0.253668815,0.532735407
potholes146.jpg,car,0.8708237,0.145102186,0.035439454,0.035702769,0.464583457
potholes146.jpg,car,0.179302461,0.087582707,0.233621523,0.305529088,0.329369396
potholes146.jpg,pothole,0.233333333,0.75,0.211111111,0.116666667,
potholes146.jpg,pothole,0.36,0.623333333,0.12,0.04,
potholes147.jpg,car,0.570317548,0.23972502,0.087031521,0.094782539,0.753830314
potholes147.jpg,car,0.186503388,0.179860517,0.207665309,0.187135428,0.682622492
potholes147.jpg,car,0.509203022,0.289384816,0.032481182,0.036178641,0.641835093
potholes147.jpg,car,0.427203111,0.286058899,0.034178808,0.034769721,0.472052187
potholes147.jpg,car,0.38519383,0.254690342,0.038916696,0.07663478,0.459395409
potholes147.jpg,pothole,0.317777778,0.533333333,0.417777778,0.376666667,
potholes147.jpg,pothole,0.002222222,0.433333333,0.111111111,0.08,
potholes148.jpg,car,0.542406216,0.12248525,0.40041849,0.164092869,0.918861449
potholes148.jpg,car,0.089006156,0.111229107,0.313522935,0.149698019,0.778742671
potholes148.jpg,car,0.40752662,0.168895287,0.100985333,0.051250611,0.374006003
potholes148.jpg,truck,0.407277152,0.170485746,0.102198869,0.050901718,0.337734252
potholes148.jpg,pothole,0.240208877,0.653333333,0.462140992,0.266666667,
potholes148.jpg,pothole,0.590078329,0.326666667,0.321148825,0.06,
potholes148.jpg,pothole,0.002610966,0.296666667,0.107049608,0.026666667,
potholes149.jpg,car,0.848314531,0.154251531,0.148998007,0.140972137,0.861046255
potholes149.jpg,car,0.162090719,0.176891536,0.182698786,0.091098011,0.782460153
potholes149.jpg,car,0.552214175,0.193991829,0.055982769,0.041134261,0.639277875
potholes149.jpg,car,0.410641339,0.195720877,0.063693114,0.03318835,0.631966174
potholes149.jpg,traffic light,0.374728986,0.103218206,0.020164592,0.02608466,0.542622089
potholes149.jpg,truck,0.618223846,0.155347552,0.214108944,0.117627628,0.510497212
potholes149.jpg,car,0.466124739,0.188844233,0.054814048,0.031046631,0.437377751
potholes149.jpg,car,0.628116831,0.15586751,0.203954369,0.117518142,0.425199866
potholes149.jpg,car,0.120624889,0.189709821,0.039533578,0.01927085,0.417366117
potholes149.jpg,traffic light,0.454343542,0.115964607,0.021986695,0.025386957,0.265846789
potholes149.jpg,pothole,0.403333333,0.617647059,0.326666667,0.167420814,
potholes149.jpg,pothole,0.593333333,0.904977376,0.273333333,0.07918552,
potholes149.jpg,pothole,0.63,0.590497738,0.243333333,0.076923077,
potholes149.jpg,pothole,0.696666667,0.529411765,0.303333333,0.038461538,
potholes149.jpg,pothole,0.453333333,0.457013575,0.293333333,0.040723982,
potholes149.jpg,pothole,0.446666667,0.432126697,0.273333333,0.015837104,
potholes149.jpg,pothole,0.436666667,0.386877828,0.136666667,0.020361991,
potholes15.jpg,pothole,0.255033557,0.196666667,0.483221477,0.536666667,
potholes150.jpg,pothole,0.162995595,0.14,0.837004405,0.8,
potholes151.jpg,pothole,0.013812155,0.07,0.812154696,0.93,
potholes152.jpg,pothole,0.3575,0.395,0.275,0.1625,
potholes152.jpg,pothole,0.0875,0.3725,0.155,0.0975,
potholes153.jpg,pothole,0.34,0.53,0.45,0.175,
potholes153.jpg,pothole,0.416666667,0.3675,0.233333333,0.0625,
potholes153.jpg,pothole,0.203333333,0.3925,0.15,0.045,
potholes153.jpg,pothole,0.003333333,0.5275,0.226666667,0.0675,
potholes154.jpg,car,0.744887948,0.186835319,0.254843712,0.197312176,0.902008593
potholes154.jpg,car,0.543138236,0.203597013,0.136112034,0.086811118,0.837996304
potholes154.jpg,truck,0.323005356,0.190600213,0.125172719,0.109516181,0.616964042
potholes154.jpg,car,0.321930587,0.192480396,0.12559855,0.108243473,0.428160518
potholes154.jpg,pothole,0.613483146,0.533333333,0.229213483,0.16,
potholes154.jpg,pothole,0.573033708,0.426666667,0.235955056,0.103333333,
potholes154.jpg,pothole,0.373033708,0.376666667,0.087640449,0.05,
potholes154.jpg,pothole,0.002247191,0.456666667,0.341573034,0.133333333,
potholes154.jpg,pothole,0.159550562,0.353333333,0.146067416,0.036666667,
potholes154.jpg,pothole,0.002247191,0.373333333,0.098876404,0.03,
potholes154.jpg,pothole,0.002247191,0.336666667,0.096629213,0.033333333,
potholes154.jpg,pothole,0.150561798,0.313333333,0.087640449,0.023333333,
potholes154.jpg,pothole,0.002247191,0.703333333,0.703370787,0.296666667,
potholes155.jpg,pothole,0.3075,0.3425,0.36,0.195,
potholes156.jpg,pothole,0.041275797,0.09,0.876172608,0.816666667,
potholes157.jpg,pothole,0.3625,0.3875,0.2875,0.185,
potholes158.jpg,pothole,0.2975,0.345,0.34,0.3,
potholes158.jpg,pothole,0.8075,0.62,0.125,0.1775,
potholes159.jpg,pothole,0.3225,0.335,0.3275,0.2,
potholes16.jpg,pothole,0.44766147,0.046666667,0.258351893,0.443333333,
potholes160.jpg,pothole,0.3675,0.47,0.295,0.2125,
potholes161.jpg,pothole,0.2925,0.3275,0.195,0.145,
potholes161.jpg,pothole,0.375,0.48,0.16,0.13,
potholes161.jpg,pothole,0.105,0.8375,0.205,0.1575,
potholes162.jpg,pothole,0.534246575,0.173333333,0.077625571,0.04,
potholes162.jpg,pothole,0.497716895,0.106666667,0.066210046,0.04,
potholes162.jpg,pothole,0.547945205,0.4,0.086757991,0.09,
potholes162.jpg,pothole,0.675799087,0.346666667,0.109589041,0.09,
potholes162.jpg,pothole,0.783105023,0.693333333,0.086757991,0.096666667,
potholes162.jpg,pothole,0.429223744,0.573333333,0.100456621,0.083333333,
potholes162.jpg,pothole,0.308219178,0.316666667,0.04109589,0.036666667,
potholes162.jpg,pothole,0.278538813,0.283333333,0.038812785,0.04,
potholes162.jpg,pothole,0.203196347,0.393333333,0.084474886,0.073333333,
potholes162.jpg,pothole,0.187214612,0.513333333,0.095890411,0.113333333,
potholes163.jpg,pothole,0.2825,0.4975,0.1175,0.0625,
potholes163.jpg,pothole,0.38,0.445,0.185,0.1,
potholes163.jpg,pothole,0.555,0.4075,0.1425,0.0925,
potholes163.jpg,pothole,0.925,0.23,0.075,0.09,
potholes164.jpg,pothole,0.3575,0.415,0.2025,0.1625,
potholes165.jpg,car,0.007094536,0.136395529,0.069397397,0.132062018,0.793149173
potholes165.jpg,car,0.486736394,0.12009231,0.192393228,0.212569043,0.689937413
potholes165.jpg,car,0.05540131,0.102685109,0.208137393,0.27348116,0.688265502
potholes165.jpg,car,0.364588372,0.136716984,0.082216159,0.127471969,0.598138869
potholes165.jpg,car,0.253050376,0.146131445,0.061626755,0.077501945,0.595163763
potholes165.jpg,car,0.644663528,0.06042923,0.354802698,0.355436832,0.565859914
potholes165.jpg,car,0.366738781,0.104498796,0.171521217,0.169168785,0.326378137
potholes165.jpg,person,0,0.115093276,0.015910828,0.202972323,0.28495127
potholes165.jpg,pothole,0.362101313,0.51,0.183864916,0.073333333,
potholes165.jpg,pothole,0.538461538,0.513333333,0.052532833,0.05,
potholes165.jpg,pothole,0.052532833,0.416666667,0.063789869,0.033333333,
potholes166.jpg,pothole,0.37,0.37,0.3175,0.275,
potholes167.jpg,car,0.579974335,0.080647189,0.057014622,0.073419772,0.648078263
potholes167.jpg,car,0.666211145,0.089833595,0.035581436,0.052998677,0.616730273
potholes167.jpg,car,0.336426249,0.102702472,0.04048254,0.060635053,0.36711362
potholes167.jpg,car,0.43924867,0.080637109,0.060409747,0.067110054,0.301044077
potholes167.jpg,pothole,0.003752345,0.423333333,0.110694184,0.07,
potholes167.jpg,pothole,0.343339587,0.42,0.05065666,0.043333333,
potholes167.jpg,pothole,0.534709193,0.22,0.084427767,0.06,
potholes167.jpg,pothole,0.624765478,0.296666667,0.090056285,0.033333333,
potholes167.jpg,pothole,0.602251407,0.356666667,0.052532833,0.03,
potholes167.jpg,pothole,0.504690432,0.29,0.05065666,0.033333333,
potholes167.jpg,pothole,0.454033771,0.54,0.08630394,0.066666667,
potholes167.jpg,pothole,0.328330206,0.606666667,0.159474672,0.11,
potholes167.jpg,pothole,0.602251407,0.516666667,0.045028143,0.033333333,
potholes167.jpg,pothole,0.579737336,0.62,0.200750469,0.09,
potholes167.jpg,pothole,0.613508443,0.76,0.176360225,0.186666667,
potholes167.jpg,pothole,0.69043152,0.493333333,0.12195122,0.1,
potholes168.jpg,pothole,0.231625835,0.276666667,0.260579065,0.146666667,
potholes168.jpg,pothole,0.590200445,0.416666667,0.14922049,0.1,
potholes169.jpg,pothole,0.41,0.455,0.21,0.0875,
potholes169.jpg,pothole,0.225,0.805,0.775,0.195,
potholes17.jpg,truck,0.46224308,0.068938881,0.102526307,0.152990073,0.794553757
potholes17.jpg,person,0.816491218,0.024629422,0.058272537,0.185800537,0.683964491
potholes17.jpg,truck,0.433393871,0.043797418,0.045196701,0.08666788,0.567246556
potholes17.jpg,car,0.375667633,0.113398662,0.041337784,0.052923102,0.546910167
potholes17.jpg,car,0.103248026,0.123840038,0.045688577,0.037337177,0.467742711
potholes17.jpg,truck,0.380085662,0.074153019,0.056660384,0.05869991,0.338695437
potholes17.jpg,person,0.61743267,0.111095909,0.019078223,0.054036789,0.30330351
potholes17.jpg,pothole,0.23059867,0.653333333,0.496674058,0.346666667,
potholes170.jpg,pothole,0.224944321,0.223333333,0.474387528,0.496666667,
potholes171.jpg,pothole,0.066666667,0.766666667,0.273333333,0.136666667,
potholes171.jpg,pothole,0.066666667,0.713333333,0.124444444,0.063333333,
potholes171.jpg,pothole,0.557777778,0.756666667,0.388888889,0.12,
potholes172.jpg,pothole,0.3675,0.3925,0.1575,0.1025,
potholes172.jpg,pothole,0.46,0.4875,0.17,0.23,
potholes172.jpg,pothole,0.095,0.49,0.2675,0.1975,
potholes172.jpg,pothole,0.845,0.0025,0.155,0.0475,
potholes173.jpg,pothole,0.38,0.3675,0.3125,0.2825,
potholes174.jpg,pothole,0.322222222,0.243333333,0.22,0.173333333,
potholes174.jpg,pothole,0.615555556,0.323333333,0.155555556,0.133333333,
potholes174.jpg,pothole,0.455555556,0.67,0.144444444,0.136666667,
potholes174.jpg,pothole,0.648888889,0.626666667,0.351111111,0.373333333,
potholes175.jpg,pothole,0.3225,0.345,0.1575,0.09,
potholes175.jpg,pothole,0.22,0.255,0.085,0.0625,
potholes175.jpg,pothole,0.3825,0.4225,0.23,0.17,
potholes176.jpg,pothole,0.1375,0.34,0.7125,0.4525,
potholes177.jpg,car,0.919117972,0,0.080538899,0.162459478,0.644185781
potholes177.jpg,car,0.86040438,0,0.076961145,0.074918561,0.415887296
potholes177.jpg,car,0.886321679,0,0.049735636,0.074402541,0.371187598
potholes177.jpg,car,0.800604455,0,0.064521447,0.030301394,0.329401642
potholes177.jpg,pothole,0.08358209,0.376666667,0.331343284,0.123333333,
potholes177.jpg,pothole,0.182089552,0.503333333,0.194029851,0.1,
potholes177.jpg,pothole,0.402985075,0.573333333,0.182089552,0.126666667,
potholes177.jpg,pothole,0.152238806,0.76,0.32238806,0.16,
potholes177.jpg,pothole,0.668656716,0.423333333,0.07761194,0.056666667,
potholes177.jpg,pothole,0.797014925,0.246666667,0.158208955,0.08,
potholes177.jpg,pothole,0.349253731,0.176666667,0.08358209,0.03,
potholes177.jpg,pothole,0.689552239,0.063333333,0.065671642,0.033333333,
potholes177.jpg,pothole,0.749253731,0.16,0.071641791,0.023333333,
potholes177.jpg,pothole,0.773134328,0.186666667,0.074626866,0.016666667,
potholes178.jpg,person,0.522749439,0.297154993,0.477126211,0.701092541,0.282351255
potholes178.jpg,pothole,0.4075,0.4125,0.21,0.1575,
potholes178.jpg,pothole,0.4125,0.63,0.06,0.0525,
potholes179.jpg,pothole,0.47,0.37,0.1225,0.075,
potholes179.jpg,pothole,0.33,0.4425,0.23,0.2125,
potholes179.jpg,pothole,0.0175,0.68,0.1125,0.15,
potholes18.jpg,car,0.521016885,0.152188893,0.052783392,0.064112492,0.534477293
potholes18.jpg,pothole,0.2375,0.699421965,0.26,0.265895954,
potholes180.jpg,pothole,0.3875,0.3625,0.21,0.19,
potholes181.jpg,pothole,0.345008757,0.026666667,0.404553415,0.883333333,
potholes182.jpg,car,0.13294521,0.301101282,0.304270744,0.174748689,0.722189784
potholes182.jpg,pothole,0.399568035,0.756666667,0.196544276,0.186666667,
potholes183.jpg,pothole,0.036956522,0.113333333,0.865217391,0.73,
potholes184.jpg,car,0.277359784,0.026662961,0.72171402,0.345074594,0.757136106
potholes184.jpg,truck,0.270408481,0.032248423,0.725159466,0.333372265,0.351243496
potholes184.jpg,pothole,0.1225,0.433333333,0.0975,0.043333333,
potholes184.jpg,pothole,0.0025,0.486666667,0.9975,0.513333333,
potholes185.jpg,surfboard,0.321759626,0.147936478,0.277042359,0.255120844,0.731495023
potholes185.jpg,surfboard,0.842337057,0.202722024,0.13247779,0.121797897,0.529921055
potholes185.jpg,pothole,0.298025135,0.093333333,0.31059246,0.316666667,
potholes185.jpg,pothole,0.820466786,0.146666667,0.179533214,0.19,
potholes185.jpg,pothole,0.770197487,0.286666667,0.086175943,0.086666667,
potholes185.jpg,pothole,0.145421903,0.45,0.800718133,0.55,
potholes186.jpg,car,0.120524094,0.040767476,0.41631642,0.253510892,0.923702896
